IIP ID,Summary,Text Genre,City Name,Language,Terminus ante quem,Terminus post quem,Object Type,Region,Likely religion,City Name,Description of Place Found,Material,Original text,Translation,Description
caes0292,Caesarea. Date unknown. Upper right corner of a white marble plaque. Epitaph.,funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. <br/>Found in the floor of the Crusader Church during Negev's excavations in the Old City. ",marble,,,"            Upper right corner of a white marble plaque. Poorly cut, irregular letters.         "
caes0306,"Caesarea. Fourth to mid seventh century, CE. Fragment of a white and gray marble plaque.",funerary,Caesarea,Greek,300,650,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. <br/>Found by Yeivin in his excavations, presumably at the Byzantine Esplanade. ",marble,,,"            Fragment of a white and gray marble plaque, broken on all sides. Both faces are smooth, and both contain inscriptions (see also caes0307). It is not possible to determine which was cut first. This inscription, the more complete of the two, has parts of the last two lines of an epitaph and the lower margin. Letters are irregular, with serifs.         "
caes0307,"Caesarea, Fourth to mid seventh century CE. Plaque. Funerary.",funerary,Caesarea,Greek,300,650,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. <br/>Found by Yeivin in his excavations, presumably at the Byzantine                        Esplanade. ",marble,,,"            Fragment of a white and gray marble plaque, broken on all sides. Both faces are smooth, and both contain inscriptions (see also caes0306). It is not possible to determine which was cut first. This inscription consists of parts of the last line, presumably of an epitaph, and the lower margin, with vestiges of a line above. Letters are irregular.         "
caes0300,Caesarea. Date unknown. Fragment of a gray marble plaque. Epitaph.,funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. <br/>Unknown. ",marble,,,"            Fragment of a gray course-grained marble plaque. Broken on all sides. Both faces are smooth, and each carries an inscriptions, caes0299-caes0300. Caes0300 contains the end of a single line of an inscription in square, poorly cut letters.         "
caes0310,"Caesarea. Fourth to mid seventh century, CE. Fragment of a gray marble plaque.",funerary,Caesarea,Greek,300,650,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Fragment of a gray blue-banded marble plaque, with the top and possibly the left side broken away (orientation according to opposite side, caes0309). A single line of an inscription survives on each side, caes0309-0310, upside down to each other. Letters are shallow, irregular, and very poorly cut.         "
caes0316,Caesarea. Date unknown. Part of the right side of a white marble plaque. Epitaph.,funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. <br/>Unknown provenance. ",marble,,,"            Part of the right side, perhaps the lower right corner, of a blue-banded white marble plaque. Only the front is smooth, while on the right side there are mineral incrustations. We may have the last lines of the text. Irregular letters.         "
caes0322,Caesarea. Date unknown. Lower left corner of a light gray marble plaque.,funerary,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Lower left corner of a light gray marble plaque. The beginnings of the last two lines of an epitaph survive, with a palm branch and a vestige of another symbol below them. Letters are finely cut with serifs with guidelines 27 mm apart, but do not always extend to the guidelines. The size of the stone and the palm branch suggest that this is an epitaph.         "
caes0320,Caesarea. Date unknown. Part of the bottom of a grayish white marble plaque. Epitaph.,funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. <br/>Found on the surface within the Old City during Negev's excavations. ",marble,,,            Part of the bottom of a grayish white marble plaque. The surface is finished with a claw chisel. Broad lower margin.         
caes0328,Caesarea. Date unknown. Fragment of a white marble plaque.,funerary,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Fragment of a white marble plaque, broken on all sides. Both faces are polished. Parts of two lines of an epitaph survive in well cut letters, with serifs. The alphabet is square. Mention of a brother (or brothers) and the size of the stone indicate a tombstone.         "
caes0340,Caesarea. Date unknown. Lower right corner of a marble plaque. Epitaph.,funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,            Lower right corner of a marble plaque. Both faces are smooth. Last two lines of an epitaph with the lower margin. Irregular letters.         
caes0342,"Caesarea, Date unknown. Plaque. Epitaph.",funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,                     
caes0348,Caesarea. Date unknown. Part of the right side of a dark gray blue-banded marble plaque. Epitaph.,funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. <br/>Provenance unknown ",marble,,,                     
caes0347,Caesarea. Date unknown. Upper right corner of a light gray marble plaque. Epitaph.,funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Upper right corner of a light gray marble plaque. Smooth front, less smooth back. Deeply cut, irregular letters.         "
caes0346,Caesarea. Date unknown. Monument. Epitaph.,funerary.epitaph,Caesarea,Greek,,,monument,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",,,,            No information on the monument is available.         
caes0345,"Caesarea, Date unknown. Plaque. Epitaph.",funerary.epitaph,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,                     
caes0360,"Caesarea, Date unknown. Fragment. Text Unknown.",text_unknown,Caesarea,Greek,,,fragment,Coastal Plain,christian,Caesarea,"Caesarea, Coastal Plain. <br/>. ",marble,,,"            There are at least two crosses on the right side, 90-100 mm high, with the same               orientation as the letters; two vertical strokes flank the cross at the end of line               1. At 90 degrees is another cross (85 mm high), a tau (72 mm), and above the tau is a               ligated omicron-upsilon (64 mm). Our diplomatic cannot reproduce the peculiarities of               this inscription.         "
caes0356,Caesarea. Date unknown. Part of the bottom of a white marble plaque.,text_unknown,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Part of the bottom of a white marble plaque with an orange patina (perhaps rust from the modern pail in which it was found). Only the front is smooth. Letters are well cut and irregular with serifs. Line 1 was cut within guidelines 65 mm apart, at an interval 10 mm below the bottom guideline of the line above. The letters do not touch the bottom guideline, presumably because the stonecutter needed space for line 2, which he cut between the bottom guideline and the bottom of the stone.         "
caes0357,Caesarea. Date unknown. Right side of a dark gray marble plaque.,text_unknown,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Right side of a dark gray marble plaque. Above the inscription is a crudely incised hunting scene: a man with a spear hunts two large animals within a forest of trees, other plants, and birds. The letters are poorly cut and irregular.         "
caes0358,Caesarea. Date unknown. Lower left corner of a white marble plaque.,text_unknown,Caesarea,Greek,,,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Lower left corner of a white marble plaque. The front only is smooth, and the surviving edges have a border ca. 30 mm wide. At the top of the fragment are vestiges of some kind of relief or molding. Well cut, irregular letters.         "
caes0361,Caesarea. Date unknown. Column. Text Unknown.,text_unknown,Caesarea,Greek,,,column,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,                     
caes0362,"Caesarea, Date unknown. Block. Text unknown.",text_unknown,Caesarea,Greek,,,block,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. <br/>Provenance unknown. In 1991 the block was near the theater, just inside the modern entrance gate. In 1993 it had disappeared. ",limestone,,,                      
caes0367,Caesarea. 1st-3rd century CE. Part of the right side of a mottled red marble plaque.,text_unknown,Caesarea,Latin,1,300,plaque,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Part of the right side of a mottled red marble plaque. Both sides are smoothly polished. Regular, finely cut letters with rectangular serifs. Remarkable are the incised guidelines, four for each line, spaced 14 mm between the topmost and the second, 7 mm between the second and third, and 10 mm between the third and the bottom one.         "
caes0365,Caesarea. 1st-3rd century CE. Fragment of light gray marble.,text_unknown,Caesarea,Latin,1,300,unknown_object,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",marble,,,"            Fragment of light gray marble, broken on all sides and smoothed only on the front. Dots divide words.         "
caes0370,"Caesarea. First to third century, CE. Fragment of white marble.",text_unknown,Caesarea,Latin,1,300,unknown_object,Coastal Plain,unknown_religion,Caesarea,"Caesarea, Coastal Plain. ",,,,"            Fragment of white marble, broken on all sides. Parts of three lines are preserved in well cut, regular letters, with serifs. Conceivably, this could could be a Greek text, but the letters look more like Latin to Lehmann and Holum.         "
